budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
25000000,"[{""id"": 18, ""name"": ""Drama""}]",,9469,"[{""id"": 378, ""name"": ""prison""}, {""id"": 494, ""name"": ""father son relationship""}, {""id"": 1849, ""name"": ""homicide""}, {""id"": 2538, ""name"": ""begnadigung""}, {""id"": 3398, ""name"": ""release from prison""}, {""id"": 3446, ""name"": ""forgiveness""}, {""id"": 3616, ""name"": ""college""}, {""id"": 6496, ""name"": ""basketball""}, {""id"": 10183, ""name"": ""independent film""}]",en,He Got Game,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,10.232599,"[{""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-05-01,21567853,136,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The father, the son and the holy game.",He Got Game,6.7,134
25000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",,1909,"[{""id"": 5906, ""name"": ""sex addiction""}, {""id"": 9673, ""name"": ""love""}, {""id"": 11857, ""name"": ""mental institution""}, {""id"": 14781, ""name"": ""patient""}, {""id"": 15106, ""name"": ""psychiatrist""}, {""id"": 180077, ""name"": ""don juan""}]",en,Don Juan DeMarco,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",8.870614,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""American Zoetrope"", ""id"": 70}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-10-01,22200000,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!,Don Juan DeMarco,6.2,183
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",,22971,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 6092, ""name"": ""army""}, {""id"": 9673, ""name"": ""love""}, {""id"": 33564, ""name"": ""u.s. soldier""}]",en,Dear John,Sergeant John Tyree is home on a 2 week leave from Germany. He meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off the pier. John falls in love with Savannah who is a student on spring break helping build a house for Habitat for Humanity. A romance occurs and Savannah falls deeply in love with John. She promises to write John overseas until he returns.,19.402816,"[{""name"": ""Screen Gems"", ""id"": 3287}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-02-04,114977104,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love brought them together. Will fate tear them apart?,Dear John,6.6,1262
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.the-losers.com/,34813,"[{""id"": 11612, ""name"": ""hospital""}, {""id"": 175056, ""name"": ""black ops""}, {""id"": 175069, ""name"": ""reference to macgyver""}, {""id"": 175075, ""name"": ""sucked into jet engine""}]",en,The Losers,"A tale of double cross and revenge, centered upon the members of an elite U.S. Special Forces unit sent into the Bolivian jungle on a search and destroy mission. The team-Clay, Jensen, Roque, Pooch and Cougar -find themselves the target of a lethal betrayal instigated from inside by a powerful enemy known only as Max. Presumed dead, the group makes plans to even the score when they're joined by the mysterious Aisha, a beautiful operative with her own agenda. Working together, they must remain deep undercover while tracking the heavily-guarded Max, a ruthless man bent on embroiling the world in a new high-tech global war.",24.903418,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-04-23,23580000,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Anyone Else Would Be Dead By Now.,The Losers,6.2,515
25000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.dontbeafraidofthedark.com/,46261,"[{""id"": 1299, ""name"": ""monster""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 13031, ""name"": ""creature""}, {""id"": 14558, ""name"": ""bathtub""}, {""id"": 154777, ""name"": ""teeth""}, {""id"": 155733, ""name"": ""old house""}, {""id"": 155734, ""name"": ""scary little people""}]",en,Don't Be Afraid of the Dark,A young girl sent to live with her father and his new girlfriend discovers creatures in her new home who want to claim her as one of their own.,14.562197,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Gran Via Productions"", ""id"": 2605}, {""name"": ""FilmDistrict"", ""id"": 7263}, {""name"": ""Necropia"", ""id"": 11627}, {""name"": ""Tequila Gang"", ""id"": 11628}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""MX"", ""name"": ""Mexico""}]",2010-11-06,36993168,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Fear is never just make believe,Don't Be Afraid of the Dark,5.4,341
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",,10431,"[{""id"": 1812, ""name"": ""fbi""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 18525, ""name"": ""fbi agent""}]",en,War,"FBI agent Jack Crawford is out for revenge when his partner is killed and all clues point to the mysterious assassin Rogue. But when Rogue turns up years later to take care of some unfinished business, he triggers a violent clash of rival gangs. Will the truth come out before it's too late? And when the dust settles, who will remain standing?",18.896239,"[{""name"": ""Mosaic Media Group"", ""id"": 748}, {""name"": ""Current Entertainment"", ""id"": 972}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Fierce Entertainment"", ""id"": 12138}, {""name"": ""Province of British Columbia Production Services Tax Credit"", ""id"": 12200}, {""name"": ""Rogue Films"", ""id"": 23956}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2007-08-24,40452643,103,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Vengeance is the ultimate weapon.,War,6,414
25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,8051,"[{""id"": 367, ""name"": ""shyness""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 4480, ""name"": ""business man""}]",en,Punch-Drunk Love,A beleaguered small-business owner gets a harmonium and embarks on a romantic journey with a mysterious woman.,15.960916,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Ghoulardi Film Company"", ""id"": 178}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-10-25,17000000,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Punch-Drunk Love,6.9,530
25000000,"[{""id"": 35, ""name"": ""Comedy""}]",,9352,"[{""id"": 90, ""name"": ""paris""}, {""id"": 220, ""name"": ""berlin""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 572, ""name"": ""sex""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 4414, ""name"": ""adventure""}, {""id"": 7868, ""name"": ""pen pals""}, {""id"": 9935, ""name"": ""travel""}, {""id"": 10031, ""name"": ""nudism""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,EuroTrip,"When Scott learns that his longtime cyber-buddy from Berlin is a gorgeous young woman, he and his friends embark on a trip across Europe.",25.848003,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""The Montecito Picture Company"", ""id"": 2364}, {""name"": ""Blue Sea Productions"", ""id"": 53012}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-02-20,20796847,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,No actual Europeans were harmed in the making of this film.,EuroTrip,6.5,656
13000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",,10167,"[{""id"": 836, ""name"": ""resistance""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 3859, ""name"": ""alcatraz""}, {""id"": 8627, ""name"": ""stolen money""}]",en,Half Past Dead,This movie tells the story of a man who goes undercover in a hi-tech prison to find out information to help prosecute those who killed his wife. While there he stumbles onto a plot involving a death-row inmate and his $200 million stash of gold.,6.337063,"[{""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Screen Gems"", ""id"": 3287}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-11-15,0,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Half Past Dead,4.6,82
26000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,18147,"[{""id"": 65, ""name"": ""holiday""}]",en,Unaccompanied Minors,Five disparate kids snowed in at the airport on Christmas Eve learn some lessons about friendship when they launch a bid to get back to their families and outsmart a disgruntled airport official who wants to keep them grounded.,10.006282,[],[],2006-12-08,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"No plane, no parents, no problem!",Unaccompanied Minors,5.4,66
0,"[{""id"": 18, ""name"": ""Drama""}]",,17170,"[{""id"": 4620, ""name"": ""magazine""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 167198, ""name"": ""fashion show""}]",en,"Bright Lights, Big City","A young kid from Kansas moves to New York to work on a magazine. He gets caught up in the world of drink and drugs, and starts a steady decline. The only hope is the cousin of one of his drinking partners, can she pull him through it ?",2.753501,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Mirage Enterprises"", ""id"": 932}, {""name"": ""CST Telecommunications"", ""id"": 32793}, {""name"": ""Star Partners"", ""id"": 67823}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988-04-01,0,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,"Bright Lights, Big City",4.7,28
0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",,18975,"[{""id"": 131, ""name"": ""italy""}, {""id"": 494, ""name"": ""father son relationship""}, {""id"": 3244, ""name"": ""pinocchio""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10873, ""name"": ""school""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 197084, ""name"": ""having fun""}, {""id"": 207840, ""name"": ""poor people""}, {""id"": 216919, ""name"": ""boys""}]",en,The Adventures of Pinocchio,"One of puppet-maker Geppetto's creations comes magically to life. This puppet, Pinocchio, has one major desire and that is to become a real boy someday. In order to accomplish this goal he has to learn to act responsibly. This film shows you the adventures on which he learns valuable lessons.",6.718497,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Kushner-Locke Company"", ""id"": 2499}, {""name"": ""Savoy Pictures"", ""id"": 11308}]","[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-07-26,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,A new angle on the classic tale... And that's no lie!,The Adventures of Pinocchio,5,54
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",,15487,"[{""id"": 6075, ""name"": ""sport""}]",en,The Greatest Game Ever Played,"A biopic of 20-year-old Francis Ouimet who defeated his golfing idol and 1900 US Open Champion, Harry Vardon.",7.538513,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-09-30,15431177,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Based on a True Story,The Greatest Game Ever Played,6.9,110
30000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://thebox-movie.warnerbros.com/,22825,"[{""id"": 1706, ""name"": ""experiment""}, {""id"": 1849, ""name"": ""homicide""}, {""id"": 2849, ""name"": ""key""}, {""id"": 2858, ""name"": ""sacrifice""}, {""id"": 3664, ""name"": ""research""}, {""id"": 4394, ""name"": ""test""}, {""id"": 4956, ""name"": ""decision""}, {""id"": 6149, ""name"": ""police""}, {""id"": 6318, ""name"": ""control""}, {""id"": 6844, ""name"": ""stalker""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 9989, ""name"": ""gift""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 10594, ""name"": ""money""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 33466, ""name"": ""button""}, {""id"": 156104, ""name"": ""stranger""}, {""id"": 163190, ""name"": ""box""}]",en,The Box,"Norma and Arthur Lewis, a suburban couple with a young child, receive a simple wooden box as a gift, which bears fatal and irrevocable consequences. A mysterious stranger delivers the message that the box promises to bestow upon its owner $1 million with the press of a button. However pressing this button will simultaneously cause the death of another human being somewhere in the world; someone they don't know. With just 24 hours to have the box in their possession, Norma and Arthur find themselves in the cross-hairs of a startling moral dilemma and must face the true nature of their humanity.",21.606001,"[{""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Lin Pictures"", ""id"": 2723}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Darko Entertainment"", ""id"": 12622}, {""name"": ""Radar Pictures"", ""id"": 14718}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-17,33333531,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,All you have to do is push the button.,The Box,5.4,597
8000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",,11152,"[{""id"": 5566, ""name"": ""maya civilization""}, {""id"": 8183, ""name"": ""carnivorous plant""}, {""id"": 9236, ""name"": ""canc\u00fan""}, {""id"": 162715, ""name"": ""ruins""}]",en,The Ruins,"A group of friends whose leisurely Mexican holiday takes a turn for the worse when they, along with a fellow tourist embark on a remote archaeological dig in the jungle, where something evil lives among the ruins",13.715715,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Pacific Film and Television Commission"", ""id"": 4024}, {""name"": ""DreamWorks Pictures"", ""id"": 7293}, {""name"": ""Red Hour Films"", ""id"": 12178}, {""name"": ""Internationale Filmproduktion Prometheus"", ""id"": 23003}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2008-04-02,0,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Terror has evolved.,The Ruins,5.6,265
25000000,"[{""id"": 35, ""name"": ""Comedy""}]",,1831,"[{""id"": 237, ""name"": ""gay""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 4056, ""name"": ""custody battle""}, {""id"": 5568, ""name"": ""flush""}, {""id"": 5828, ""name"": ""yoga""}, {""id"": 9457, ""name"": ""single""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 33479, ""name"": ""single father""}, {""id"": 212873, ""name"": ""co-parenting""}]",en,The Next Best Thing,"A comedy-drama about best friends - one a straight woman, Abbie, the other a gay man, Robert - who decide to have a child together. Five years later, Abbie falls in love with a straight man and wants to move away with her and Robert's little boy Sam, and a nasty custody battle ensues.",3.707511,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Lakeshore Entertainment"", ""id"": 126}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-03-03,24362772,108,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Best Friends Make The Best Mistakes,The Next Best Thing,4.3,29
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,43931,"[{""id"": 634, ""name"": ""soul""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 209714, ""name"": ""3d""}]",en,My Soul to Take,A serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest.,7.001176,"[{""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Rogue"", ""id"": 8853}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-10-08,19829957,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Only One Has The Power To Save Their Souls,My Soul to Take,5.2,147
25000000,"[{""id"": 35, ""name"": ""Comedy""}]",,10591,"[{""id"": 2727, ""name"": ""porn actor""}, {""id"": 5593, ""name"": ""pornographic video""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 6275, ""name"": ""school party""}, {""id"": 6946, ""name"": ""blonde""}, {""id"": 222174, ""name"": ""girl next door""}]",en,The Girl Next Door,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.",39.784026,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Daybreak"", ""id"": 49241}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-04-09,30411183,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Matt never saw her coming... but all his friends had!,The Girl Next Door,6.3,824
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",,10861,"[{""id"": 2281, ""name"": ""mistake in person""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 7375, ""name"": ""twin brother""}, {""id"": 8045, ""name"": ""russian mafia""}]",en,Maximum Risk,"A policeman takes his twin brother's place and inherits his problems and a beautiful girlfriend. He is forced to kickbox his way from France to the U.S. and back while playing footsie with the FBI and Russian mafia. Not just muscles with a badge, the policeman must find the answers to some tough questions, none harder than what the heck is an accordian player doing in a sauna.",10.115011,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-09-13,51702483,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Other Side of Safety.,Maximum Risk,5.2,101
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,12770,"[{""id"": 642, ""name"": ""robbery""}, {""id"": 5090, ""name"": ""fool""}, {""id"": 5948, ""name"": ""studies""}, {""id"": 6095, ""name"": ""house""}, {""id"": 6464, ""name"": ""uncle""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10594, ""name"": ""money""}]",en,Stealing Harvard,"John and his girlfriend have vowed to marry once they save $30,000 for their dream house. But the minute they achieve their financial goal, John finds out his niece has been accepted at Harvard, and he's reminded of his promise to pay for her tuition (nearly $30,000). John's friend Duff convinces him to turn to petty crime to make the payment … but Duff's hare-brained schemes spin quickly out of control.",7.321181,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Revolution Studios"", ""id"": 497}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-09-13,0,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Their intentions were honorable. Their methods were criminal.,Stealing Harvard,4.4,46
25000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",https://www.uphe.com/movies/legend-2015,276907,"[{""id"": 5565, ""name"": ""biography""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 15016, ""name"": ""twins""}]",en,Legend,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.",32.854557,"[{""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Anton Capital Entertainment (ACE)"", ""id"": 20664}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2015-09-09,42972994,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Love, fight, live, rule like a legend.",Legend,6.7,973
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",,10074,"[{""id"": 5956, ""name"": ""stuntman""}, {""id"": 6669, ""name"": ""step father""}, {""id"": 8181, ""name"": ""swimming pool""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,Hot Rod,"For Rod Kimball, performing stunts is a way of life, even though he is rather accident-prone. Poor Rod cannot even get any respect from his stepfather, Frank, who beats him up in weekly sparring matches. When Frank falls ill, Rod devises his most outrageous stunt yet to raise money for Frank's operation -- and then Rod will kick Frank's butt.",6.309587,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-08-03,14334401,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Smack destiny in the face.,Hot Rod,6.3,313
28000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.iamrogue.com/sharknight3d/fullsite/index.html,65055,"[{""id"": 2988, ""name"": ""shark attack""}, {""id"": 3134, ""name"": ""louisiana""}, {""id"": 11719, ""name"": ""dirty cop""}, {""id"": 15097, ""name"": ""shark""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,Shark Night,A weekend at a lake house in the Louisiana Gulf turns into a nightmare for seven vacationers as they are subjected to fresh-water shark attacks.,8.363702,"[{""name"": ""Incentive Filmed Entertainment"", ""id"": 7215}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-02,10126458,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,Terror runs deep.,Shark Night,4.9,132
25,"[{""id"": 18, ""name"": ""Drama""}]",,10397,"[{""id"": 1625, ""name"": ""emigration""}, {""id"": 1857, ""name"": ""irish-american""}, {""id"": 1899, ""name"": ""hunger""}, {""id"": 1952, ""name"": ""socially deprived family""}, {""id"": 4337, ""name"": ""famine""}, {""id"": 7464, ""name"": ""alcoholism""}, {""id"": 41523, ""name"": ""brooklyn new york city""}]",en,Angela's Ashes,"Based on the best selling autobiography by Irish expat Frank McCourt, Angela's Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the poverty endemic in the slums of pre-war Limerick. The film opens with the family in Brooklyn, but following the death of one of Frankie's siblings, they return home, only to find the situation there even worse. Prejudice against Frankie's Northern Irish father makes his search for employment in the Republic difficult despite his having fought for the IRA, and when he does find money, he spends the money on drink.",4.88794,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-12-25,13,145,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Angela's Ashes,7,59
25000000,"[{""id"": 18, ""name"": ""Drama""}]",,200505,"[{""id"": 6075, ""name"": ""sport""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Draft Day,"At the NFL Draft, general manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.",14.17009,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Lionsgate"", ""id"": 1632}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-04-11,28831145,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The greatest victories don't always happen on the field.,Draft Day,6.5,304
25000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",,11954,"[{""id"": 1826, ""name"": ""space marine""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 3243, ""name"": ""flying saucer""}, {""id"": 4803, ""name"": ""comet""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 155585, ""name"": ""halley's comet""}]",en,Lifeforce,A space shuttle mission investigating Halley's Comet brings back a malevolent race of space vampires who transform most of London's population into zombies. The only survivor of the expedition and British authorities attempt to capture a mysterious but beautiful alien woman who appears responsible.,12.18362,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Golan-Globus"", ""id"": 1445}, {""name"": ""Easedram"", ""id"": 21896}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1985-06-20,0,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,"In the blink of an eye, the terror begins.",Lifeforce,6.2,135
